Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	UZH_mean_numberOfNucleiHit	UZH_mean_numberOfInfectedNucleiHit	UZH_mean_infectionIndexHit	UZH_mean_numberOfPlaquesHit	UZH_mean_totalVirusIntensityHit	UZH_mean_numberOfNuclei_normalized	UZH_mean_numberOfInfectedNuclei_normalized	UZH_mean_infectionIndex_normalized	UZH_mean_numberOfPlaques_normalized	UZH_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-1173	Irsogladine maleate	A	J12	BSF018292	BSF018296	BSF018300	BSF018304	0						1.107059846	1.088282099	0.987230813	0.841779279	0.955011245	
Prestw-1174	Acarbose	A	K12	BSF018292	BSF018296	BSF018300	BSF018304	0						1.055183265	1.128498611	1.06952881	1.024774775	1.076641448	
Prestw-1177	Carbidopa	A	L12	BSF018292	BSF018296	BSF018300	BSF018304	0						1.053095289	1.039243034	0.984403926	0.979025901	0.995830807	
Prestw-1178	Aniracetam	A	M12	BSF018292	BSF018296	BSF018300	BSF018304	0						1.041123771	1.075733472	1.034178594	1.024774775	1.045897229	
Prestw-1179	Busulfan	A	N12	BSF018292	BSF018296	BSF018300	BSF018304	0						0.903743209	0.954421126	1.050168634	1.198620495	0.96745299	
Prestw-1180	Docetaxel	A	P12	BSF018292	BSF018296	BSF018300	BSF018304	1						0.210645158	0.149723655	0.697972535	0.320242117	0.321687233	
Prestw-1181	Tibolone	A	A13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.85835721	0.873289463	1.018694273	1.189470721	1.029897103	
Prestw-1182	Tizanidine HCl	A	B13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.980895286	1.079701382	1.096009272	1.107122748	1.175473089	
Prestw-1183	Temozolomide	A	C13	BSF018292	BSF018296	BSF018300	BSF018304	0						1.006239465	0.951366821	0.945652349	0.942426802	0.900144117	
Prestw-1184	Tioconazole	A	D13	BSF018292	BSF018296	BSF018300	BSF018304	0						1.008753278	0.845012508	0.833083322	0.905827703	0.792650266	
Prestw-1187	Granisetron	A	E13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.986609746	1.083955913	1.097340261	1.125422297	1.119754046	
Prestw-1188	Ziprasidone  Hydrochloride	A	F13	BSF018292	BSF018296	BSF018300	BSF018304	0						1.002688533	0.958639829	0.956410061	0.942426802	0.954547841	
Prestw-1189	Montelukast	A	G13	BSF018292	BSF018296	BSF018300	BSF018304	0						1.002860241	0.986442068	0.983767774	1.03392455	0.956101767	
Prestw-1190	Olmesartan	A	I13	BSF018292	BSF018296	BSF018300	BSF018304	0						1.022764694	0.998560763	0.971992859	0.979025901	0.955126868	
Prestw-1192	Oxandrolone	A	J13	BSF018292	BSF018296	BSF018300	BSF018304	0						1.034076852	1.00467833	0.969254183	1.088823198	0.96942416	
Prestw-1195	Toltrazuril	A	K13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.969081739	0.995784122	1.036194697	1.308417793	1.067545612	
Prestw-1196	Topotecan	A	L13	BSF018292	BSF018296	BSF018300	BSF018304	1						0.32578603	0.224074939	0.687232007	0.713682432	0.519647944	
Prestw-1197	Toremifene	A	M13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.942020475	0.965545604	1.030329648	0.933277027	1.006631405	
Prestw-1198	Tranilast	A	N13	BSF018292	BSF018296	BSF018300	BSF018304	1						0.505400022	0.566676627	1.114094861	1.83910473	0.864634028	
Prestw-1199	Tripelennamine hydrochloride	A	O13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.921758868	0.986585378	1.076064887	1.079673423	1.119212577	
Prestw-1202	4-aminosalicylic acid	A	B14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.004467433	1.023398266	1.014696976	0.942426802	1.020428453	
Prestw-1203	5-fluorouracil	A	C14	BSF018292	BSF018296	BSF018300	BSF018304	0						0.884518722	0.808486242	0.905165263	0.850929054	0.972179002	
Prestw-1206	Acetylcysteine	A	D14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.022812773	1.000405886	0.979360842	0.914977477	0.916384177	
Prestw-1207	Acetylsalicylic acid	A	E14	BSF018292	BSF018296	BSF018300	BSF018304	0						0.996500157	1.020738064	1.022725405	0.99732545	1.009709756	
Prestw-1210	Alendronate sodium	A	G14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.022922666	1.040246207	1.021588986	1.079673423	1.030369356	
Prestw-1211	Alfacalcidol	A	H14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.054407142	1.124665055	1.06158202	1.143721847	1.094927197	
Prestw-1213	Allopurinol	A	I14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.079854347	1.183440278	1.093505954	1.125422297	1.08421137	
Prestw-1217	Amisulpride	A	J14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.129354482	1.068944137	0.946437309	0.887528153	0.91657987	
Prestw-1219	Amlodipine	A	K14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.044736518	1.074533247	1.027489582	1.006475225	1.042688039	
Prestw-1222	Anastrozole	A	L14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.071873334	1.109205433	1.039922937	0.99732545	1.051556195	
Prestw-1223	Anethole-trithione	A	M14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.057065191	1.085792079	1.030542112	0.933277027	0.98407969	
Prestw-1224	Anthralin	A	N14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.064792074	1.069445724	1.00389087	0.914977477	0.974712518	
Prestw-1228	Argatroban	A	O14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.001884937	1.02170541	1.015199325	1.006475225	1.029410625	
Prestw-1229	Aripiprazole	A	P14	BSF018292	BSF018296	BSF018300	BSF018304	0						1.034303508	1.140554608	1.101012539	1.079673423	1.184613416	
Prestw-1231	Asenapine maleate	A	B15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.987797969	1.109366658	1.116762738	1.143721847	1.158850956	
Prestw-1232	Atorvastatin	A	C15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.011679192	0.983853522	0.968152625	1.043074324	0.949238009	
Prestw-1233	Auranofin	A	D15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.968820742	0.975675866	1.00271702	0.951576577	0.987646216	
Prestw-1234	Azithromycin	A	E15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.998224111	1.072374632	1.071044754	1.097972973	1.067968865	
Prestw-1236	Benztropine mesylate	A	F15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.025834843	1.113316654	1.088698277	1.061373874	1.112054457	
Prestw-1239	Bicalutamide	A	G15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.052147458	1.099325965	1.044272845	1.024774775	1.0335593	
Prestw-1241	Bifonazole	A	H15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.017860699	0.933246998	0.913844411	0.914977477	0.879422948	
Prestw-1242	Erlotinib	A	I15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.922885276	0.926457663	0.995685984	0.905827703	0.800907969	
Prestw-1244	Bosentan	A	J15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.080973886	1.130997588	1.045735476	1.043074324	1.050128242	
Prestw-1246	Bromhexine hydrochloride	A	K15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.035368101	1.004812684	0.965905016	0.887528153	0.897783907	
Prestw-1249	Famciclovir	A	L15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.07988182	1.141190548	1.054640614	1.015625	1.065254208	
Prestw-1251	Butalbital	A	N15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.022558644	1.101081519	1.077733663	1.043074324	1.103730735	
Prestw-1252	Butenafine Hydrochloride	A	O15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.011054173	1.009962905	1.004845239	0.905827703	1.029520516	
Prestw-1253	Butylscopolammonium (n-) bromide	A	P15	BSF018292	BSF018296	BSF018300	BSF018304	0						1.003471524	1.044500738	1.039948474	1.079673423	1.052343576	
Prestw-1254	Fentiazac	A	A16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.945530197	0.916318444	0.964211426	1.015625	0.928828119	
Prestw-1256	Caffeine	A	B16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.897389993	0.966656261	1.077459808	1.088823198	1.155377183	
Prestw-1257	Calcipotriene	A	C16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.980139769	0.817040088	0.831144315	0.80518018	0.746856484	
Prestw-1258	Candesartan	A	D16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.948435505	0.929601537	0.980721624	0.814329955	1.017441731	
Prestw-1259	Canrenone	A	E16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.961430407	0.963369076	1.003800078	0.905827703	0.987110867	
Prestw-1261	Carprofen	A	G16	BSF018292	BSF018296	BSF018300	BSF018304	0						1.009488191	0.997405322	0.992249687	0.896677928	1.013371479	
Prestw-1262	Carvedilol	A	H16	BSF018292	BSF018296	BSF018300	BSF018304	0						1.016988419	0.953283599	0.933897901	0.969876126	0.905219668	
Prestw-1263	Cefdinir	A	I16	BSF018292	BSF018296	BSF018300	BSF018304	0						1.005511421	0.939266039	0.933863074	0.914977477	0.89786155	
Prestw-1265	Gatifloxacin	A	J16	BSF018292	BSF018296	BSF018300	BSF018304	0						1.049544357	1.031325128	0.985958696	1.015625	1.01256919	
Prestw-1266	Gemcitabine	A	K16	BSF018292	BSF018296	BSF018300	BSF018304	1						0.179936804	0.012987515	0.076242047	0	0.084664614	
Prestw-1267	Gestrinone	A	L16	BSF018292	BSF018296	BSF018300	BSF018304	0						1.01069015	1.031083292	1.014002139	1.024774775	1.095787386	
Prestw-1268	Guaiacol	A	M16	BSF018292	BSF018296	BSF018300	BSF018304	0						1.006782064	1.030742929	1.024253935	1.097972973	1.009414923	
Prestw-1269	Haloprogin	A	N16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.925138092	0.931285435	1.010744811	0.99732545	1.041494137	
Prestw-1270	Gefitinib	A	P16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.892513471	0.859343559	0.95597629	0.869228604	0.823677826	
Prestw-1271	Escitalopram	A	A17	BSF018292	BSF018296	BSF018300	BSF018304	0						0.985648178	1.009730026	1.018317289	1.006475225	1.018441431	
Prestw-1274	Emedastine	A	B17	BSF018292	BSF018296	BSF018300	BSF018304	0						0.978072398	1.042736228	1.059497878	0.905827703	1.039013577	
Prestw-1279	Stavudine	A	C17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.00013351	0.926368093	0.925307111	0.914977477	0.871390115	
Prestw-1280	Mepivacaine hydrochloride	A	E17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.009790398	1.068424636	1.05480625	1.107122748	1.056616464	
Prestw-1282	Methenamine	A	F17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.074840458	1.12360814	1.043147548	1.070523649	1.046507035	
Prestw-1283	Buspirone hydrochloride	A	G17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.03313589	1.063659562	1.032135018	1.070523649	1.055417553	
Prestw-1284	Hydroxychloroquine sulfate	A	H17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.020024226	1.081913738	1.060935068	1.03392455	1.08850085	
Prestw-1285	Ibandronate sodium	A	I17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.093680318	1.03189837	0.941644586	0.942426802	0.889024777	
Prestw-1286	Ibudilast	A	J17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.06853532	1.031513223	0.975892255	1.107122748	0.963606266	
Prestw-1288	Idebenone	A	K17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.047463249	1.021517315	0.978779777	1.088823198	0.958658235	
Prestw-1290	Imatinib	A	M17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.020182198	0.990195012	0.96516371	0.988175676	0.899906569	
Prestw-1291	Imiquimod	A	N17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.012874283	1.033223992	1.02842609	0.933277027	0.986725588	
Prestw-1292	Ipsapirone	A	O17	BSF018292	BSF018296	BSF018300	BSF018304	0						0.96543465	1.067448334	1.106593527	1.107122748	1.090223212	
Prestw-1294	Isosorbide mononitrate	A	P17	BSF018292	BSF018296	BSF018300	BSF018304	0						1.04924215	1.131114028	1.07574013	1.043074324	1.12727399	
Prestw-1295	Itopride	A	A18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.905480899	0.960216245	1.055352045	1.189470721	1.088292307	
Prestw-1297	Lacidipine	A	B18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.915858963	0.918566628	1.005603758	0.832629505	0.980486672	
Prestw-1298	Lamivudine	A	C18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.971691709	0.872089238	0.901526795	0.887528153	0.833304199	
Prestw-1303	Pefloxacine	A	F18	BSF018292	BSF018296	BSF018300	BSF018304	0						1.020037963	1.077336759	1.050009863	1.116272523	1.074790357	
Prestw-1307	Olopatadine hydrochloride	A	G18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.999824435	1.046041326	1.047080161	1.052224099	1.064753727	
Prestw-1308	Phentermine hydrochloride	A	H18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.968944372	1.055786441	1.097123062	1.097972973	1.120780149	
Prestw-1310	Phenylbutazone	A	J18	BSF018292	BSF018296	BSF018300	BSF018304	0						1.076646831	1.006980255	0.930952524	0.979025901	0.898393347	
Prestw-1314	Pioglitazone	A	K18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.990421675	1.105398748	1.116113446	1.097972973	1.174332703	
Prestw-1315	Potassium clavulanate	A	L18	BSF018292	BSF018296	BSF018300	BSF018304	0						1.037916255	1.11292255	1.076174925	1.125422297	1.10001384	
Prestw-1316	Pramipexole	A	M18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.951361419	1.046560827	1.106225355	1.070523649	1.133511855	
Prestw-1317	Pranlukast	A	N18	BSF018292	BSF018296	BSF018300	BSF018304	0						1.005916653	1.031101206	1.024697297	1.024774775	1.045992834	
Prestw-1318	Pranoprofen	A	O18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.897554834	1.025377742	1.14280233	1.171171171	1.148773373	
Prestw-1319	Pravastatin	A	P18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.984377535	0.99671564	1.008128	0.979025901	1.002425782	
Prestw-1321	Prothionamide	A	B19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.991912106	1.017128431	1.019201416	0.905827703	1.058037756	
Prestw-1322	Pyridostigmine iodid	A	C19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.986980637	0.992165531	1.004514044	1.015625	1.023241644	
Prestw-1323	Quetiapine	A	D19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.041659501	1.027814021	0.983777961	0.850929054	0.991356603	
Prestw-1325	Raclopride	A	E19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.025862316	0.925687369	0.904099175	0.988175676	0.864626894	
Prestw-1328	Reboxetine mesylate	A	F19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.050643291	1.13096176	1.080576613	1.143721847	1.091827361	
Prestw-1331	Rimantadine Hydrochloride	A	H19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.01930305	0.987113836	0.967752788	0.914977477	0.936491642	
Prestw-1334	Rivastigmine	A	I19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.076475123	1.090610895	1.010501938	0.99732545	0.991658896	
Prestw-1336	Rofecoxib	A	J19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.117850011	1.184953995	1.059280937	0.951576577	1.039278991	
Prestw-1337	Rosiglitazone Hydrochloride	A	K19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.027345878	1.053914447	1.017625761	0.988175676	1.002677861	
Prestw-1338	Rufloxacin	A	L19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.07793808	1.05561626	0.977328084	0.942426802	0.979316954	
Prestw-1339	Sarafloxacin	A	M19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.975276983	1.004866425	1.025840546	0.99732545	1.022503981	
Prestw-1340	Secnidazole	A	O19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.987907863	1.020612668	1.040072717	1.088823198	1.053848335	
Prestw-1341	Sertindole	A	P19	BSF018292	BSF018296	BSF018300	BSF018304	0						1.007592529	1.058115237	1.047987687	1.088823198	1.054812711	
Prestw-1342	Sildenafil	A	A20	BSF018292	BSF018296	BSF018300	BSF018304	0						0.993361326	1.050224202	1.053225113	1.043074324	1.074990124	
Prestw-1343	Sparfloxacin	A	B20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.054153014	1.082433239	1.019684356	0.896677928	1.00556224	
Prestw-1345	Sulbactam	A	C20	BSF018292	BSF018296	BSF018300	BSF018304	0						0.989494449	0.891830261	0.905927311	0.99732545	0.907437831	
Prestw-1346	Sumatriptan succinate	A	D20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.043252956	1.13046913	1.076451335	0.933277027	1.12366913	
Prestw-1349	Tazobactam	A	E20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.011802822	1.025915156	1.012018244	1.097972973	1.0338765	
Prestw-1350	Telmisartan	A	G20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.002887715	1.003254182	1.001092209	0.979025901	1.001097139	
Prestw-1351	Tenatoprazole	A	H20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.047820403	0.983898306	0.937442823	0.942426802	0.904538232	
Prestw-1352	Tulobuterol	A	I20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.047593748	1.136980802	1.079604919	1.061373874	1.092413771	
Prestw-1353	Tylosin	A	J20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.030759444	0.994978	0.975011276	0.979025901	0.968656995	
Prestw-1356	Vardenafil	A	K20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.049681724	1.192836073	1.131000286	1.180320946	1.168206464	
Prestw-1358	Vatalanib	A	L20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.053273866	1.163054358	1.100571766	1.052224099	1.137408771	
Prestw-1359	Vecuronium bromide	A	M20	BSF018292	BSF018296	BSF018300	BSF018304	0						1.015731513	1.035615487	1.018022353	1.079673423	1.02684139	
Prestw-1361	Viloxazine hydrochloride	A	O20	BSF018292	BSF018296	BSF018300	BSF018304	0						0.996754286	1.064107407	1.071613179	1.143721847	1.125833297	
Prestw-1362	Vorinostat	A	P20	BSF018292	BSF018296	BSF018300	BSF018304	1						0.798781218	0.607735088	0.742937417	0.850929054	0.535691797	
Prestw-1363	Warfarin	A	A21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.919718971	1.026031596	1.11189942	1.015625	1.205794307	
Prestw-1364	Zafirlukast	A	B21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.910467315	0.900446805	0.979753595	0.979025901	0.985411449	
Prestw-1365	Zileuton	A	C21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.972529647	0.930712193	0.959615329	0.979025901	0.922258786	
Prestw-1367	Zopiclone	A	D21	BSF018292	BSF018296	BSF018300	BSF018304	0						1.000614294	0.971994577	0.975437306	1.03392455	0.989669984	
Prestw-1368	Zotepine	A	E21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.973807158	1.034988503	1.061091033	0.887528153	1.052896136	
Prestw-1369	Zaleplon	A	F21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.998059271	1.056825442	1.058496624	0.969876126	1.097003303	
Prestw-1371	Celecoxib	A	H21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.983326679	1.140124676	1.157411839	1.235219595	1.24688831	
Prestw-1374	Chlormadinone acetate	A	I21	BSF018292	BSF018296	BSF018300	BSF018304	0						1.012434709	0.882765871	0.869865121	1.061373874	0.875805266	
Prestw-1376	Cilnidipine	A	J21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.984253905	0.973759088	0.984072258	0.988175676	0.988618434	
Prestw-1378	Clarithromycin	A	K21	BSF018292	BSF018296	BSF018300	BSF018304	0						1.060705411	1.097068825	1.036775428	1.162021396	1.093650149	
Prestw-1379	Clinafloxacin	A	L21	BSF018292	BSF018296	BSF018300	BSF018304	0						1.029062963	1.035149727	1.005531304	0.988175676	1.046831196	
Prestw-1380	Clobutinol hydrochloride	A	N21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.965613227	1.020630581	1.068555275	1.061373874	1.142775556	
Prestw-1383	Clofibrate	A	O21	BSF018292	BSF018296	BSF018300	BSF018304	0						1.010841254	1.058527254	1.043023837	1.052224099	1.093137325	
Prestw-1385	Closantel	A	P21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.981534042	0.941621706	0.955001222	0.933277027	0.954770418	
Prestw-1387	Tetraethylenepentamine pentahydrochloride	A	A22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.983264864	0.970561472	0.984330936	0.896677928	1.003831712	
Prestw-1390	Desloratadine	A	C22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.008155733	1.116353045	1.107789072	1.006475225	1.174995023	
Prestw-1392	Dexfenfluramine hydrochloride	A	D22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.013650406	1.017567319	1.003760622	0.969876126	1.021052596	
Prestw-1393	Dibenzepine hydrochloride	A	E22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.026157655	0.965402294	0.935779387	0.850929054	0.928828332	
Prestw-1394	Diclazuril	A	F22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.003643232	0.980288673	0.973007558	0.969876126	0.995569061	
Prestw-1398	Dopamine hydrochloride	A	G22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.978347132	0.94589415	0.968913594	0.933277027	0.970313194	
Prestw-1399	Doxycycline hydrochloride	A	H22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.023259215	1.059010927	1.030489604	0.933277027	1.028945021	
Prestw-1400	Efavirenz	A	K22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.090507144	1.14833816	1.048469773	0.988175676	1.020803867	
Prestw-1401	Enoxacin	A	L22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.084936919	1.1359418	1.042462637	1.043074324	1.055883577	
Prestw-1403	Entacapone	A	M22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.043884844	0.982832434	0.946127632	1.006475225	0.952837369	
Prestw-1405	Ethinylestradiol	A	N22	BSF018292	BSF018296	BSF018300	BSF018304	0						1.004858929	0.890316543	0.891285508	0.979025901	0.859316831	
Prestw-1407	Etofenamate	A	O22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.98141728	0.937752322	0.965978734	0.969876126	1.000530321	
Prestw-1408	Etoricoxib	A	P22	BSF018292	BSF018296	BSF018300	BSF018304	1						1.003897361	1.051281117	1.043954171	1.097972973	1.086791517	
Prestw-1409	Etretinate	B	A3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.883406051	0.841823849	0.955274964	1.143721847	0.909511931	
Prestw-1410	Exemestane	B	C3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.971506264	0.936578967	0.960630688	1.097972973	0.947998851	
Prestw-1414	Fleroxacin	B	D3	BSF018292	BSF018296	BSF018300	BSF018304	0						1.005284766	0.963825878	0.956796239	1.024774775	0.925116141	
Prestw-1415	Floxuridine	B	E3	BSF018292	BSF018296	BSF018300	BSF018304	1						0.228022061	0.024255304	0.108022016	0	0.10382349	
Prestw-1416	Flubendazol	B	F3	BSF018292	BSF018296	BSF018300	BSF018304	0						1.069071051	1.150926706	1.072794054	1.006475225	1.071359792	
Prestw-1417	Fluconazole	B	G3	BSF018292	BSF018296	BSF018300	BSF018304	1						0.715454502	0.746943335	1.065766666	1.180320946	0.868224924	
Prestw-1419	Fluocinolone acetonide	B	H3	BSF018292	BSF018296	BSF018300	BSF018304	1						0.560580276	0.623544029	1.115913557	0.887528153	0.780422157	
Prestw-1420	Formestane	B	J3	BSF018292	BSF018296	BSF018300	BSF018304	0						1.052957922	0.956418516	0.909393977	0.979025901	0.861797216	
Prestw-1421	Formoterol fumarate	B	K3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.981307387	1.065146409	1.084485542	1.180320946	1.080900498	
Prestw-1423	Fosinopril	B	L3	BSF018293	BSF018297	BSF018301	BSF018305	0						1.062051606	1.130594527	1.058307762	0.988175676	1.060527395	
Prestw-1424	Fulvestrant	B	M3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.983457177	1.008467102	1.027608511	1.107122748	1.047828339	
Prestw-1427	Levetiracetam	B	N3	BSF018293	BSF018297	BSF018301	BSF018305	0						1.024797723	1.036045418	1.009022479	0.988175676	0.992145537	
Prestw-1429	Linezolid	B	O3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.933647967	0.923027167	1.008096035	0.988175676	0.983885203	
Prestw-1430	Lofexidine	B	A4	BSF018293	BSF018297	BSF018301	BSF018305	0						0.972083204	0.985349325	1.017186107	1.162021396	1.008556267	
Prestw-1431	Loracarbef	B	B4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.026817016	0.959177243	0.925373219	1.006475225	0.928446991	
Prestw-1432	Loratadine	B	C4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.029495669	0.984364065	0.942520887	0.99732545	0.886723521	
Prestw-1433	Losartan	B	D4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.073363764	1.078814648	1.010335862	0.914977477	0.983061304	
Prestw-1435	Melengestrol acetate	B	E4	BSF018293	BSF018297	BSF018301	BSF018305	1						0.803479164	0.768834015	0.959557531	0.988175676	0.792784304	
Prestw-1441	Mevastatin	B	G4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.063294776	1.118207125	1.044978922	1.024774775	1.09445038	
Prestw-1443	Misoprostol	B	H4	BSF018293	BSF018297	BSF018301	BSF018305	1						0.581384481	0.608514339	1.058922739	0.933277027	0.70865138	
Prestw-1444	Mitotane	B	I4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.002090987	0.922212089	0.922905755	1.088823198	0.912945905	
Prestw-1446	Moxifloxacin	B	J4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.115226304	1.019161649	0.916321844	0.99732545	0.848622808	
Prestw-1447	Nalidixic acid sodium salt	B	K4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.094765516	1.076414197	0.975582272	1.043074324	0.932603005	
Prestw-1449	Nicotinamide	B	L4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.081626379	1.07727406	0.998700469	0.960726351	0.9727454	
Prestw-1452	Norgestimate	B	N4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.034701871	0.989711339	0.966934302	0.951576577	0.996051141	
Prestw-1454	Nylidrin	B	O4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.005319108	1.007150437	1.001978051	1.152871622	0.995179465	
Prestw-1455	Olanzapine	B	P4	BSF018293	BSF018297	BSF018301	BSF018305	0						1.022833378	0.983074271	0.96426119	0.914977477	1.003752832	
Prestw-1456	Opipramol dihydrochloride	B	A5	BSF018293	BSF018297	BSF018301	BSF018305	0						1.000112905	1.107843984	1.10965871	1.043074324	1.104209097	
Prestw-1459	Oxfendazol	B	B5	BSF018293	BSF018297	BSF018301	BSF018305	0						1.05930427	1.045369558	0.977203842	0.924127252	0.968880812	
Prestw-1460	Oxibendazol	B	D5	BSF018293	BSF018297	BSF018301	BSF018305	0						1.108605223	1.099334922	0.984149361	0.841779279	0.958939919	
Prestw-1463	Tomoxetine hydrochloride	B	E5	BSF018293	BSF018297	BSF018301	BSF018305	0						1.012503393	1.01634918	0.99032148	1.097972973	0.947645433	
Prestw-1464	Tosufloxacin hydrochloride	B	F5	BSF018293	BSF018297	BSF018301	BSF018305	0						1.111057221	1.171438022	1.056503693	1.052224099	1.041303019	
