Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	EPFL_mean_numberOfNucleiScore	EPFL_mean_numberOfInfectedNucleiScore	EPFL_mean_infectionIndexScore	EPFL_mean_numberOfPlaquesScore	EPFL_mean_totalVirusIntensityScore	EPFL_mean_numberOfNuclei_normalized	EPFL_mean_numberOfInfectedNuclei_normalized	EPFL_mean_infectionIndex_normalized	EPFL_mean_numberOfPlaques_normalized	EPFL_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-699	Hexestrol	D	H4	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.019	0.029	0.055	0.018	0.03	
Prestw-700	Cefmetazole sodium salt	D	K4	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.065	-0.037	0.039	0.063	0.076	
Prestw-701	Trihexyphenidyl-D,L Hydrochloride	D	L4	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.06	0.055	0.129	0.075	0.162	
Prestw-702	Succinylsulfathiazole	D	M4	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.058	-0.02	0.051	-0.004	0.073	
Prestw-703	Famprofazone	D	N4	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.045	-0.093	-0.037	0.004	-0.055	
Prestw-704	Bromopride	D	O4	BSF018295	BSF018299	BSF018303	BSF018307	0						0.003	0.14	0.149	0.052	0.168	
Prestw-705	Methyl benzethonium chloride	D	P4	BSF018295	BSF018299	BSF018303	BSF018307	0						0.094	0.214	0.135	0.063	0.238	
Prestw-706	Chlorcyclizine hydrochloride	D	A5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.013	-0.129	-0.152	-0.052	-0.213	
Prestw-707	Diphenylpyraline hydrochloride	D	B5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.044	-0.087	-0.03	0.005	-0.066	
Prestw-708	Benzethonium chloride	D	C5	BSF018295	BSF018299	BSF018303	BSF018307	0						0	0.083	0.09	0.065	0.158	
Prestw-709	Trioxsalen	D	D5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.049	0.036	0.098	0.062	0.102	
Prestw-711	Sulfabenzamide	D	F5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.065	-0.066	0.015	0.007	-0.008	
Prestw-712	Benzocaine	D	G5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.07	-0.082	-0.001	0.087	0.033	
Prestw-713	Dipyrone	D	H5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.065	-0.075	0.003	-0.064	-0.026	
Prestw-714	Isosorbide dinitrate	D	I5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.083	-0.057	0.042	0.04	0.036	
Prestw-715	Sulfachloropyridazine	D	J5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.06	-0.135	-0.063	-0.019	-0.109	
Prestw-716	Pramoxine hydrochloride	D	K5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.043	0.21	0.182	0.054	0.221	
Prestw-717	Finasteride	D	L5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.062	-0.142	-0.067	-0.065	-0.074	
Prestw-718	Fluorometholone	D	M5	BSF018295	BSF018299	BSF018303	BSF018307	1	0.556	0.62				0.556	0.62	-0.009	0.154	0.525	
Prestw-719	Cephalothin sodium salt	D	N5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.013	0.076	0.067	0.088	0.063	
Prestw-720	Cefuroxime sodium salt	D	P5	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.037	-0.092	-0.049	-0.062	-0.123	
Prestw-721	Althiazide	D	A6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.074	0.113	0.039	-0.05	0.063	
Prestw-722	Isopyrin hydrochloride	D	B6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.009	0.103	0.106	-0.004	0.078	
Prestw-723	Phenethicillin potassium salt	D	C6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.028	0.218	0.212	0.192	0.252	
Prestw-724	Sulfamethoxypyridazine	D	D6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.034	0.03	0.076	0.122	0.089	
Prestw-725	Deferoxamine mesylate	D	E6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.062	0.211	0.166	0.145	0.273	
Prestw-726	Mephentermine hemisulfate	D	F6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.069	-0.151	-0.072	-0.065	-0.148	
Prestw-728	Sulfadimethoxine	D	G6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.034	0.071	0.118	0.087	0.134	
Prestw-729	Sulfanilamide	D	H6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.038	-0.159	-0.11	-0.111	-0.148	
Prestw-730	Balsalazide Sodium	D	J6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.005	-0.069	-0.064	0.016	-0.076	
Prestw-731	Sulfaquinoxaline sodium salt	D	K6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.05	0.121	0.181	0.016	0.232	
Prestw-732	Streptozotocin	D	L6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.008	-0.03	-0.015	0.122	-0.006	
Prestw-733	Metoprolol-(+,-) (+)-tartrate salt	D	M6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.002	0.14	0.151	0.006	0.186	
Prestw-734	Flumethasone	D	N6	BSF018295	BSF018299	BSF018303	BSF018307	1	0.621	0.61				0.621	0.61	-0.278	0.214	0.43	
Prestw-735	Flecainide acetate	D	O6	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.012	-0.074	-0.059	-0.062	-0.083	
Prestw-736	Cefazolin sodium salt	D	P6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.042	-0.056	-0.114	0.004	-0.17	
Prestw-738	Folinic acid calcium salt	D	A7	BSF018295	BSF018299	BSF018303	BSF018307	0						0.024	-0.004	-0.025	-0.016	0.005	
Prestw-739	Levonordefrin	D	B7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.082	-0.04	0.062	0.133	0.042	
Prestw-740	Ebselen	D	D7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.078	-0.105	-0.014	-0.077	-0.008	
Prestw-741	Nadide	D	E7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.066	0	0.077	0.017	0.118	
Prestw-742	Sulfamethizole	D	F7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.032	-0.077	-0.045	-0.006	-0.062	
Prestw-743	Medrysone	D	G7	BSF018295	BSF018299	BSF018303	BSF018307	1						0.261	0.223	-0.099	-0.226	0.13	
Prestw-744	Flunixin meglumine	D	H7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.042	-0.16	-0.106	-0.02	-0.101	
Prestw-745	Spiramycin	D	I7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.087	-0.055	0.049	0.076	0.062	
Prestw-746	Glycopyrrolate	D	J7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.06	0.039	0.113	0.074	0.147	
Prestw-748	Monensin sodium salt	D	K7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.072	0.01	0.094	0.039	0.147	
Prestw-749	Isoetharine mesylate salt	D	L7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.086	-0.022	0.081	0.051	0.082	
Prestw-750	Mevalonic-D, L acid lactone	D	N7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.045	-0.001	0.064	-0.04	0.008	
Prestw-751	Terazosin hydrochloride	D	O7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.047	0.098	0.16	0.121	0.195	
Prestw-752	Phenazopyridine hydrochloride	D	P7	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.019	-0.232	-0.217	-0.006	-0.238	
Prestw-753	Demeclocycline hydrochloride	D	A8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.066	0.137	0.08	0.019	0.12	
Prestw-754	Fenoprofen calcium salt dihydrate	D	B8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.055	-0.002	0.062	0.133	0.081	
Prestw-755	Piperacillin sodium salt	D	C8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.037	0.242	0.225	0.272	0.285	
Prestw-756	Diethylstilbestrol	D	D8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.055	0.009	0.078	0.006	0.091	
Prestw-757	Chlorotrianisene	D	E8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.003	-0.027	-0.014	-0.065	-0.026	
Prestw-758	Ribostamycin sulfate salt	D	F8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.038	-0.197	-0.148	-0.168	-0.169	
Prestw-759	Methacholine chloride	D	G8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.033	0.088	0.133	-0.018	0.151	
Prestw-760	Pipenzolate bromide	D	I8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.016	0.084	0.11	0.005	0.131	
Prestw-761	Butamben	D	J8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.018	-0.043	-0.021	-0.052	-0.001	
Prestw-762	Sulfapyridine	D	K8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.006	0.016	0.017	0.041	0.025	
Prestw-763	Meclofenoxate hydrochloride	D	L8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.062	-0.094	-0.017	-0.018	-0.028	
Prestw-764	Furaltadone hydrochloride	D	M8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.072	-0.016	0.071	0.123	0.117	
Prestw-765	Ethoxyquin	D	N8	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.096	-0.026	0.087	0.098	0.1	
Prestw-766	Tinidazole	D	O8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.009	0.073	0.074	0.12	0.116	
Prestw-767	Guanadrel sulfate	D	P8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.027	-0.083	-0.12	-0.112	-0.156	
Prestw-768	Vidarabine	D	A9	BSF018295	BSF018299	BSF018303	BSF018307	0						0.06	0.046	-0.022	0.03	-0.03	
Prestw-769	Sulfameter	D	B9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.075	-0.12	-0.032	0.053	-0.082	
Prestw-770	Isopropamide iodide	D	D9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.052	-0.058	0.004	0.158	0.012	
Prestw-771	Alclometasone dipropionate	D	E9	BSF018295	BSF018299	BSF018303	BSF018307	1	0.591	0.609				0.591	0.609	-0.143	0.145	0.484	
Prestw-772	Leflunomide	D	F9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.023	-0.244	-0.221	-0.112	-0.231	
Prestw-773	Norgestrel-(-)-D	D	G9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.008	-0.117	-0.106	-0.085	-0.135	
Prestw-774	Fluocinonide	D	H9	BSF018295	BSF018299	BSF018303	BSF018307	1	0.581	0.623				0.581	0.623	-0.081	0.097	0.46	
Prestw-775	Sulfamethazine sodium salt	D	I9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.081	0.001	0.095	0.051	0.142	
Prestw-776	Guaifenesin	D	J9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.093	0.052	0.158	0.11	0.198	
Prestw-777	Alexidine dihydrochloride	D	K9	BSF018295	BSF018299	BSF018303	BSF018307	1	0.892	1.059		1.001	1.226	0.892	1.059	0.472	1.001	1.226	
Prestw-778	Proadifen hydrochloride	D	L9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.043	0.004	0.054	-0.004	0.084	
Prestw-779	Zomepirac sodium salt	D	M9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.005	0.002	0.008	-0.064	0.008	
Prestw-780	Cinoxacin	D	O9	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.034	-0.025	0.021	0.017	-0.01	
Prestw-781	Clobetasol propionate	D	P9	BSF018295	BSF018299	BSF018303	BSF018307	1	0.584	0.573				0.584	0.573	-0.222	0.168	0.388	
Prestw-782	Podophyllotoxin	D	A10	BSF018295	BSF018299	BSF018303	BSF018307	1	0.918	1.109	0.894	1.001	1.252	0.918	1.109	0.894	1.001	1.252	
Prestw-783	Clofibric acid	D	B10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.031	-0.106	-0.061	-0.086	-0.111	
Prestw-784	Bendroflumethiazide	D	C10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.012	0.045	0.065	-0.007	0.087	
Prestw-785	Dicumarol	D	D10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.063	0.06	0.129	0.05	0.149	
Prestw-786	Methimazole	D	E10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.04	-0.085	-0.037	-0.018	-0.015	
Prestw-787	Merbromin	D	F10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.034	-0.078	-0.025	0.04	-0.016	
Prestw-788	Hexylcaine hydrochloride	D	G10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.076	-0.123	-0.037	0.054	-0.019	
Prestw-789	Drofenine hydrochloride	D	H10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.12	-0.113	0.01	0.076	-0.033	
Prestw-790	Cycloheximide	D	J10	BSF018295	BSF018299	BSF018303	BSF018307	1	0.821	1.022		0.966	1.171	0.821	1.022	0.561	0.966	1.171	
Prestw-791	(R) -Naproxen sodium salt	D	K10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.035	0.091	0.141	0.029	0.169	
Prestw-792	Propidium iodide	D	L10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.051	-0.149	-0.084	0.053	-0.088	
Prestw-793	Cloperastine hydrochloride	D	M10	BSF018295	BSF018299	BSF018303	BSF018307	0						0.004	0.178	0.19	0.122	0.255	
Prestw-794	Eucatropine hydrochloride	D	N10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.035	-0.053	-0.007	-0.006	-0.016	
Prestw-795	Isocarboxazid	D	O10	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.03	-0.007	0.035	0.018	-0.005	
Prestw-796	Lithocholic acid	D	P10	BSF018295	BSF018299	BSF018303	BSF018307	0						0.001	-0.236	-0.246	-0.144	-0.276	
Prestw-797	Methotrimeprazine maleat salt	D	A11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.115	0.026	-0.122	0.016	-0.103	
Prestw-798	Dienestrol	D	B11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.04	0.09	0.143	0.063	0.157	
Prestw-799	Pridinol methanesulfonate salt	D	C11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.016	0.023	0.045	-0.018	0.042	
Prestw-800	Amrinone	D	F11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.021	0.024	0.056	-0.028	0.066	
Prestw-801	Carbinoxamine maleate salt	D	G11	BSF018295	BSF018299	BSF018303	BSF018307	0						0	-0.004	0.011	0.051	0.016	
Prestw-802	Methazolamide	D	H11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.041	-0.14	-0.085	0.134	-0.105	
Prestw-803	Pyrithyldione	D	I11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.026	-0.143	-0.115	0.155	-0.16	
Prestw-804	Spectinomycin dihydrochloride	D	J11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.027	-0.195	-0.16	-0.202	-0.259	
Prestw-805	Piromidic acid	D	K11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.049	-0.142	-0.086	0.074	-0.114	
Prestw-806	Trimipramine maleate salt	D	L11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.017	-0.093	-0.118	0.052	-0.111	
Prestw-807	Chloropyramine hydrochloride	D	M11	BSF018295	BSF018299	BSF018303	BSF018307	0						0	-0.1	-0.098	0.088	-0.099	
Prestw-808	Furazolidone	D	N11	BSF018295	BSF018299	BSF018303	BSF018307	0						0.031	-0.061	-0.096	0.006	-0.13	
Prestw-809	Dichlorphenamide	D	O11	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.006	-0.137	-0.127	0.144	-0.17	
Prestw-810	Sulconazole nitrate	D	A12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.15	0.273	0.161	0.088	0.28	
Prestw-812	Cromolyn disodium salt	D	B12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.028	0.047	0.087	0.039	0.098	
Prestw-813	Bucladesine sodium salt	D	C12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.055	-0.015	0.055	0.18	0.057	
Prestw-814	Cefsulodin sodium salt	D	D12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.087	-0.063	0.04	0.016	0.04	
Prestw-815	Fosfosal	D	E12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.076	-0.043	0.044	0.053	0.042	
Prestw-816	Suprofen	D	F12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.041	-0.046	0.001	0.121	0.009	
Prestw-818	Nadolol	D	G12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.076	-0.058	0.042	0.053	0.056	
Prestw-819	Moxalactam disodium salt	D	H12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.031	-0.033	0.007	0.123	0.012	
Prestw-820	Aminophylline	D	I12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.087	-0.111	-0.001	0.111	0.012	
Prestw-821	Azlocillin sodium salt	D	J12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.045	0.021	0.089	0.043	0.111	
Prestw-822	Clidinium bromide	D	K12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.03	-0.056	-0.018	-0.042	-0.038	
Prestw-823	Sulfamonomethoxine	D	L12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.06	-0.062	0.012	0.064	0.019	
Prestw-824	Benzthiazide	D	M12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.02	0.02	0.053	0.029	0.055	
Prestw-825	Trichlormethiazide	D	N12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.059	0.011	0.084	0.042	0.102	
Prestw-826	Oxalamine citrate salt	D	O12	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.021	-0.064	-0.038	-0.005	-0.05	
Prestw-827	Propantheline bromide	D	P12	BSF018295	BSF018299	BSF018303	BSF018307	0						0.019	0.053	0.04	-0.119	0.072	
Prestw-829	Dimethadione	D	A13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.049	0.083	0.031	0.006	0.019	
Prestw-830	Ethaverine hydrochloride	D	C13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.064	0.294	0.262	0.201	0.36	
Prestw-831	Butacaine	D	D13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.04	-0.086	-0.033	0.052	-0.042	
Prestw-832	Cefoxitin sodium salt	D	E13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.011	-0.14	-0.122	0.063	-0.16	
Prestw-833	Ifosfamide	D	F13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.025	-0.069	-0.036	-0.017	-0.09	
Prestw-834	Novobiocin sodium salt	D	G13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.031	-0.063	-0.018	0.063	-0.01	
Prestw-836	Indoprofen	D	H13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.04	0.049	0.098	0.04	0.109	
Prestw-837	Carbenoxolone disodium salt	D	I13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.023	-0.17	-0.137	-0.031	-0.225	
Prestw-838	Iocetamic acid	D	J13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.007	-0.11	-0.115	-0.055	-0.139	
Prestw-839	Ganciclovir	D	K13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.009	-0.152	-0.168	-0.097	-0.225	
Prestw-840	Ethopropazine hydrochloride	D	M13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.018	-0.024	-0.041	-0.05	-0.025	
Prestw-842	Trimeprazine tartrate	D	N13	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.008	-0.116	-0.113	0.088	-0.091	
Prestw-843	Nafcillin sodium salt monohydrate	D	O13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.046	-0.032	-0.091	0.016	-0.107	
Prestw-844	Procyclidine hydrochloride	D	P13	BSF018295	BSF018299	BSF018303	BSF018307	0						0.029	-0.244	-0.298	-0.099	-0.432	
Prestw-845	Amiprilose hydrochloride	D	A14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.033	-0.154	-0.181	0.109	-0.285	
Prestw-846	Ethynylestradiol 3-methyl ether	D	B14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.047	0.006	0.064	0.203	0.051	
Prestw-847	(-) -Levobunolol hydrochloride	D	C14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.026	-0.023	0.019	-0.017	0.068	
Prestw-848	Iodixanol	D	D14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.042	0.017	0.068	0.146	0.11	
Prestw-850	Equilin	D	F14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.025	0.083	0.118	0.05	0.15	
Prestw-851	Paroxetine Hydrochloride	D	G14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.029	-0.283	-0.245	0.031	-0.325	
Prestw-853	Liothyronine	D	H14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.047	0.075	0.132	0.155	0.171	
Prestw-854	Roxithromycin	D	I14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.028	-0.119	-0.086	-0.008	-0.107	
Prestw-855	Beclomethasone dipropionate	D	J14	BSF018295	BSF018299	BSF018303	BSF018307	1	0.544	0.585				0.544	0.585	-0.073	0.158	0.456	
Prestw-856	Tolmetin sodium salt dihydrate	D	K14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.031	-0.061	-0.018	0.029	-0.017	
Prestw-857	(+) -Levobunolol hydrochloride	D	L14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.077	-0.047	0.04	0.134	0.076	
Prestw-858	Doxazosin mesylate	D	M14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.006	-0.268	-0.272	-0.145	-0.331	
Prestw-859	Fluvastatin sodium salt	D	N14	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.005	-0.003	0.011	0.052	0.11	
Prestw-860	Methylhydantoin-5-(L)	D	P14	BSF018295	BSF018299	BSF018303	BSF018307	0						0.008	-0.144	-0.157	-0.133	-0.18	
Prestw-861	Gabapentin	D	A15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.035	-0.178	-0.228	-0.052	-0.264	
Prestw-862	Raloxifene hydrochloride	D	B15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.059	0.077	0.154	0.076	0.088	
Prestw-864	Methylhydantoin-5-(D)	D	C15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.073	0.1	0.183	0.12	0.229	
Prestw-865	Simvastatin	D	D15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.047	-0.146	-0.084	0.11	-0.094	
Prestw-866	Azacytidine-5	D	E15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.056	0.164	0.232	0.074	0.229	
Prestw-867	Paromomycin sulfate	D	F15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.027	-0.233	-0.208	-0.143	-0.239	
Prestw-868	Acetaminophen	D	G15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.03	-0.036	-0.002	-0.041	0.003	
Prestw-869	Phthalylsulfathiazole	D	H15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.026	-0.102	-0.072	0.031	-0.066	
Prestw-870	Luteolin	D	J15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.052	-0.073	-0.005	0.145	-0.022	
Prestw-871	Iopamidol	D	K15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.056	-0.162	-0.098	0.121	-0.154	
Prestw-872	Iopromide	D	L15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.072	-0.028	0.057	-0.005	0.052	
Prestw-873	Theophylline monohydrate	D	M15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.011	-0.055	-0.04	-0.006	-0.043	
Prestw-874	Theobromine	D	N15	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.006	-0.12	-0.113	-0.016	-0.114	
Prestw-875	Reserpine	D	O15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.002	-0.296	-0.313	-0.003	-0.414	
Prestw-877	Scopolamine hydrochloride	D	P15	BSF018295	BSF018299	BSF018303	BSF018307	0						0.022	-0.07	-0.102	-0.134	-0.153	
Prestw-878	Ioversol	D	A16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.093	-0.044	-0.165	-0.007	-0.207	
Prestw-880	Carbachol	D	C16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.033	0.117	0.086	0.191	0.13	
Prestw-881	Niacin	D	D16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.004	0.157	0.161	0.062	0.177	
Prestw-882	Bemegride	D	E16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.023	-0.015	-0.033	0.027	-0.034	
Prestw-883	Digoxigenin	D	F16	BSF018295	BSF018299	BSF018303	BSF018307	1	0.966	1.12	0.835	1.001	1.308	0.966	1.12	0.835	1.001	1.308	
Prestw-884	Meglumine	D	G16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.008	-0.07	-0.081	0.007	-0.103	
Prestw-886	Clioquinol	D	H16	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.049	-0.014	0.051	0.075	0.051	
Prestw-887	Oxybenzone	D	I16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.001	0.039	0.048	-0.005	0.063	
Prestw-888	Promethazine hydrochloride	D	J16	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.035	-0.147	-0.101	0.075	-0.055	
Prestw-893	Felbinac	D	K16	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.052	-0.129	-0.065	-0.077	-0.1	
Prestw-894	Butylparaben	D	L16	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.01	-0.003	0.013	0.017	0.051	
Prestw-895	Aminohippuric acid	D	M16	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.026	0.008	0.04	0.156	0.071	
Prestw-896	N-Acetyl-L-leucine	D	N16	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.001	-0.06	-0.055	0.099	-0.029	
Prestw-897	Pipemidic acid	D	O16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.008	-0.099	-0.109	-0.005	-0.12	
Prestw-898	Dioxybenzone	D	P16	BSF018295	BSF018299	BSF018303	BSF018307	0						0.046	-0.089	-0.153	-0.051	-0.211	
Prestw-899	Adrenosterone	D	A17	BSF018295	BSF018299	BSF018303	BSF018307	0						0.084	-0.017	-0.12	-0.132	-0.144	
Prestw-900	Methylatropine nitrate	D	D17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.066	-0.024	0.057	0.087	0.071	
Prestw-901	Hymecromone	D	E17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.094	-0.149	-0.04	0.075	-0.036	
Prestw-903	Diloxanide furoate	D	F17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.037	0.005	0.048	0.028	0.063	
Prestw-904	Metyrapone	D	G17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.087	-0.111	-0.008	-0.041	-0.03	
Prestw-905	Urapidil hydrochloride	D	H17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.03	0.021	0.058	-0.039	0.096	
Prestw-906	Fluspirilen	D	I17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.035	-0.016	0.034	0.134	0.086	
Prestw-907	S-(+)-ibuprofen	D	J17	BSF018295	BSF018299	BSF018303	BSF018307	0						-0.074	-0.051	0.04	0.144	0.089	
